UserID,ActivityID,Timestamp
bca73f2e-37bf-4275-ab15-c1952e044af0,ID26,2025-07-19T11:11:05.848001
bca73f2e-37bf-4275-ab15-c1952e044af0,ID1,2025-07-19T11:13:19.208822
